,LEMMA,unknown1,ROOT,ROOT_PATTERN_STATUS,PATTERN_LEMMA_PROPOSED,Pattern Count,FORM,unknown2,pos,Rat,Gen,Num,COND-S,COND-T,GLOSS,STATUS,PATTERN STATUS,Lex Count,Ar Lemma,MSA LEMMA Cognate,OLD Status,60.57%,MISSING ENTRIES,comment
5493,HaqadAn,,H.q.d,BACKOFF-1,1a2a3An,748,HaqadAn,,noun,,m,,,MS||MD||FP,malice;resentment;ill-feeling;hostility;envy;the_evil_eye;rancor;undesirability,OK,OK,1,حَقَدان,,DONE,,,
5494,HaqanAn,,H.q.n,BACKOFF-1,1a2a3An,748,HaqanAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,حَقَنان,,DONE,,,
5495,HaqaqAn,,H.q.q,BACKOFF-1,1a2a3An,748,HaqaqAn,,noun,,m,,,MS||MD||FP,truth;right;against;towards;rights;law;truth_-_reality;justice,OK,OK,1,حَقَقان,,DONE,,,
5496,hara$An,,h.r.$,BACKOFF-1,1a2a3An,748,hara$An,,noun,,m,,,MS||MD||FP,deterioration;depreciation;scratching;backscratcher;foxiness;ringworm,OK,OK,1,هَرَشان,,DONE,,,
5497,harabAn,,h.r.b,LOOKUP_DEDIAC-1,1a2a3An,748,harabAn,,noun,,m,,,MS||MD||FP,escape;fleeing;absconding,OK,OK,1,هَرَبان,هَربان,DONE,,,
5498,HaradAn,,H.r.d,LOOKUP_DEDIAC-1,1a2a3An,748,HaradAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,حَرَدان,حَردان,DONE,,,
5499,HaraqAn,,H.r.q,LOOKUP_DIAC-1,1a2a3An,748,HaraqAn,,noun,,m,,,MS||MD||FP,burning,OK,OK,1,حَرَقان,حَرَقان,DONE,,,
5500,HararAn,,H.r.r,BACKOFF-1,1a2a3An,748,HararAn,,noun,,m,,,MS||MD||FP,temperature;heat;fever;warmth;warmness;fervor;rash;electric_current,OK,OK,2,حَرَران,,DONE,,,
5501,hararAn,,h.r.r,BACKOFF-1,1a2a3An,748,hararAn,,noun,,m,,,MS||MD||FP,diarrhea;stol;flexibility;tractability;god-breeding;refinement;politeness;gentleness,OK,OK,2,هَرَران,,DONE,,,
5502,HaratAn,,H.r.t,BACKOFF-1,1a2a3An,748,HaratAn,,noun,,m,,,MS||MD||FP,plowing;cultivation;a_tilling,OK,OK,1,حَرَتان,,DONE,,,
5503,harayAn,,h.r.y,BACKOFF-1,1a2a3An,748,harayAn,,noun,,m,,,MS||MD||FP,enthusiasm;zeal,OK,OK,1,هَرَيان,,DONE,,,
5504,HasadAn,,H.s.d,BACKOFF-1,1a2a3An,748,HasadAn,,noun,,m,,,MS||MD||FP,envy;the_evil_eye,OK,OK,1,حَسَدان,,DONE,,,
5505,HasarAn,,H.s.r,LOOKUP_DEDIAC-1,1a2a3An,748,HasarAn,,noun,,m,,,MS||MD||FP,regret,OK,OK,1,حَسَران,حَسران,DONE,,,
5506,HasasAn,,H.s.s,BACKOFF-1,1a2a3An,748,HasasAn,,noun,,m,,,MS||MD||FP,sensation;perception;voice;presence;existence;effective_presence;feel;perceive,OK,OK,2,حَسَسان,,DONE,,,
5507,hasasAn,,h.s.s,BACKOFF-1,1a2a3An,748,hasasAn,,noun,,m,,,MS||MD||FP,silencing;muting;muzzling,OK,OK,2,هَسَسان,,DONE,,,
5508,hata$An,,h.t.$,BACKOFF-1,1a2a3An,748,hata$An,,noun,,m,,,MS||MD||FP,allegation;claim;prosecution;pose;lawsuit;legal_action;lawsuits;allegations,OK,OK,1,هَتَشان,,DONE,,,
5509,hatakAn,,h.t.k,BACKOFF-1,1a2a3An,748,hatakAn,,noun,,m,,,MS||MD||FP,tearing_apart;disclosure;degradation;tearing,OK,OK,1,هَتَكان,,DONE,,,
5510,HatatAn,,H.t.t,BACKOFF-1,1a2a3An,748,HatatAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,2,حَتَتان,,DONE,,,
5511,HaTaTAn,,H.T.T,BACKOFF-1,1a2a3An,748,HaTaTAn,,noun,,m,,,MS||MD||FP,laying_down;putting;placing;situation;status;condition;conditions;reduction,OK,OK,2,حَطَطان,,DONE,,,
5512,Hawa$An,,H.w.$,BACKOFF-1,1a2a3An,748,Hawa$An,,noun,,m,,,MS||MD||FP,prevention;interdiction;a_balking;prevent;forbid;be_prevented;be_forbidden,OK,OK,1,حَوَشان,,DONE,,,
5513,HawadAn,,H.w.d,BACKOFF-1,1a2a3An,748,HawadAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,حَوَدان,,DONE,,,
5514,HawalAn,,H.w.l,BACKOFF-1,1a2a3An,748,HawalAn,,noun,,m,,,MS||MD||FP,directions_simultaneously,OK,OK,1,حَوَلان,,DONE,,,
5515,HawamAn,,H.w.m,BACKOFF-1,1a2a3An,748,HawamAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,حَوَمان,,DONE,,,
5516,hawasAn,,h.w.s,BACKOFF-1,1a2a3An,748,hawasAn,,noun,,m,,,MS||MD||FP,mania;folly;frenzy,OK,OK,2,هَوَسان,,DONE,,,
5517,haya$An,,h.y.$,BACKOFF-1,1a2a3An,748,haya$An,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,هَيَشان,,DONE,,,
5518,hayabAn,,h.y.b,BACKOFF-1,1a2a3An,748,hayabAn,,noun,,m,,,MS||MD||FP,fear;respect;veneration,OK,OK,1,هَيَبان,,DONE,,,
5519,HayadAn,,H.y.d,LOOKUP_DIAC-1,1a2a3An,748,HayadAn,,noun,,m,,,MS||MD||FP,deviation;digression,OK,OK,2,حَيَدان,حَيَدان,DONE,,,
5520,hayajAn,,h.y.j,LOOKUP_DIAC-1,1a2a3An,748,hayajAn,,noun,,m,,,MS||MD||FP,disturbance;agitation;commotion,OK,OK,1,هَيَجان,هَيَجان,DONE,,,
5521,hayalAn,,h.y.l,LOOKUP_DIAC-1,1a2a3An,748,hayalAn,,noun,,m,,,MS||MD||FP,sand_heap,OK,OK,1,هَيَلان,هَيَلان,DONE,,,
5522,hayamAn,,h.y.m,LOOKUP_DEDIAC-1,1a2a3An,748,hayamAn,,noun,,m,,,MS||MD||FP,passion;adoration,OK,OK,1,هَيَمان,هَيمان,DONE,,,
5523,hayaSAn,,h.y.S,BACKOFF-1,1a2a3An,748,hayaSAn,,noun,,m,,,MS||MD||FP,noise;tumult;darabukka;uproar;row,OK,OK,1,هَيَصان,,DONE,,,
5524,HayaTAn,,H.y.T,BACKOFF-1,1a2a3An,748,HayaTAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,حَيَطان,,DONE,,,
5525,hazalAn,,h.z.l,BACKOFF-1,1a2a3An,748,hazalAn,,noun,,m,,,MS||MD||FP,emaciation;tuberculous;having_physis;skinny;scraggy;emaciated;wasted;tubercular,OK,OK,1,هَزَلان,,DONE,,,
5526,HazamAn,,H.z.m,BACKOFF-1,1a2a3An,748,HazamAn,,noun,,m,,,MS||MD||FP,determination;resoluteness;firmness;trictness;firmness_trictness;hazm;packing,OK,OK,2,حَزَمان,,DONE,,,
5527,hazamAn,,h.z.m,BACKOFF-1,1a2a3An,748,hazamAn,,noun,,m,,,MS||MD||FP,defeat;defeats,OK,OK,2,هَزَمان,,DONE,,,
5528,HazaqAn,,H.z.q,BACKOFF-1,1a2a3An,748,HazaqAn,,noun,,m,,,MS||MD||FP,groaning;moaning;dysentery,OK,OK,1,حَزَقان,,DONE,,,
5529,hazayAn,,h.z.y h.z.y.n,BACKOFF_NO_GOLD_ROOT-2,1a2a3An,748,hazayAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,هَزَيان,,DONE,,,
5530,HazazAn,,H.z.z,BACKOFF-1,1a2a3An,748,HazazAn,,noun,,m,,,MS||MD||FP,nick_of_time;incision;incisions;nick;incision_lit;notch;dividing,OK,OK,3,حَزَزان,,DONE,,,
5531,HaZaZAn,,H.Z.Z,BACKOFF-1,1a2a3An,748,HaZaZAn,,noun,,m,,,MS||MD||FP,luck;fortune;prospects;chances_of_success;by_chance;by_a_fluke;chance;coincidence,OK,OK,3,حَظَظان,,DONE,,,
5532,hazazAn,,h.z.z,BACKOFF-1,1a2a3An,748,hazazAn,,noun,,m,,,MS||MD||FP,shaking;rocking,OK,OK,3,هَزَزان,,DONE,,,
5533,jabadAn,,j.b.d,BACKOFF-1,1a2a3An,748,jabadAn,,noun,,m,,,MS||MD||FP,intensification;strengthening;pulling;attraction;appeal;gravitation;gravitational,OK,OK,1,جَبَدان,,DONE,,,
5534,jabasAn,,j.b.s,BACKOFF-1,1a2a3An,748,jabasAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,جَبَسان,,DONE,,,
5535,jadadAn,,j.d.d,BACKOFF-1,1a2a3An,748,jadadAn,,noun,,m,,,MS||MD||FP,modernity;newness,OK,OK,1,جَدَدان,,DONE,,,
5536,jaDaEAn,,j.D.E,BACKOFF-1,1a2a3An,748,jaDaEAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,جَضَعان,,DONE,,,
5537,jadalAn,,j.d.l,BACKOFF-1,1a2a3An,748,jadalAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,جَدَلان,,DONE,,,
5538,jafafAn,,j.f.f,BACKOFF-1,1a2a3An,748,jafafAn,,noun,,m,,,MS||MD||FP,dryness;desiccation;drought,OK,OK,1,جَفَفان,,DONE,,,
5539,jaharAn,,j.h.r,BACKOFF-1,1a2a3An,748,jaharAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,جَهَران,,DONE,,,
5540,jahazAn,,j.h.z,BACKOFF-1,1a2a3An,748,jahazAn,,noun,,m,,,MS||MD||FP,preparedness;fitness,OK,OK,1,جَهَزان,,DONE,,,
5541,jalabAn,,j.l.b,LOOKUP_DEDIAC-1,1a2a3An,748,jalabAn,,noun,,m,,,MS||MD||FP,bringing;supplying;act_of_bringing,OK,OK,1,جَلَبان,جُلُبّان,DONE,,,
5542,jalasAn,,j.l.s,BACKOFF-1,1a2a3An,748,jalasAn,,noun,,m,,,MS||MD||FP,sitting;sitting_down,OK,OK,1,جَلَسان,,DONE,,,
5543,jamadAn,,j.m.d,BACKOFF-1,1a2a3An,748,jamadAn,,noun,,m,,,MS||MD||FP,power;strength;force;violence;armed_forces;forces;state;condition,OK,OK,1,جَمَدان,,DONE,,,
5544,jamaEAn,,j.m.E,BACKOFF-1,1a2a3An,748,jamaEAn,,noun,,m,,,MS||MD||FP,gathering;collection;joining;addition;plural;accumulate;assemble;be_accumulated,OK,OK,1,جَمَعان,,DONE,,,
5545,jamarAn,,j.m.r,BACKOFF-1,1a2a3An,748,jamarAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,جَمَران,,DONE,,,
5546,janabAn,,j.n.b,BACKOFF-1,1a2a3An,748,janabAn,,noun,,m,,,MS||MD||FP,avoidance;avoiding;avoid;nullity;an_abstaining;stay_away;pit;hole,OK,OK,1,جَنَبان,,DONE,,,
5547,janaHAn,,j.n.H,BACKOFF-1,1a2a3An,748,janaHAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,جَنَحان,,DONE,,,
5548,jara$An,,j.r.$,BACKOFF-1,1a2a3An,748,jara$An,,noun,,m,,,MS||MD||FP,grating;scraping;grinding;milling;crushing;running;grinding_in,OK,OK,1,جَرَشان,,DONE,,,
5549,jarabAn,,j.r.b,BACKOFF-1,1a2a3An,748,jarabAn,,noun,,m,,,MS||MD||FP,mange;scabies;mind;attention;whale;intellect;minds;intellects,OK,OK,1,جَرَبان,,DONE,,,
5550,jararAn,,j.r.r,BACKOFF-1,1a2a3An,748,jararAn,,noun,,m,,,MS||MD||FP,withdrawal;pulling_out;remove;drawings_(lottery);gargling;clatter;traction,OK,OK,1,جَرَران,,DONE,,,
5551,jarayAn,,j.r.y,LOOKUP_DIAC-1,1a2a3An,748,jarayAn,,noun,,m,,,MS||MD||FP,flow;course,OK,OK,1,جَرَيان,جَرَيان,DONE,,,
5552,jawalAn,,j.w.l,LOOKUP_DIAC-1,1a2a3An,748,jawalAn,,noun,,m,,,MS||MD||FP,roving;wandering,OK,OK,1,جَوَلان,جَوَلان,DONE,,,
5553,jaxaxAn,,j.x.x,BACKOFF-1,1a2a3An,748,jaxaxAn,,noun,,m,,,MS||MD||FP,rich,OK,OK,1,جَخَخان,,DONE,,,
5554,jazaEAn,,j.z.E,BACKOFF-1,1a2a3An,748,jazaEAn,,adj,,m,,,MS||MD||FP,TBA,OK,OK,2,جَزَعانَة,,DONE,,,
5555,jazaEAn,,j.z.E,BACKOFF-1,1a2a3An,748,jazaEAn,,noun,,m,,,MS||MD||FP,onyx;sprain;anxiety;worry;cut_up,OK,OK,2,جَزَعان,,DONE,,,
5556,jazazAn,,j.z.z,BACKOFF-1,1a2a3An,748,jazazAn,,noun,,m,,L#,MS||MD||FP,clip,OK,OK,1,جَزَزان,,DONE,,,
5557,ka$a$An,,k.$.$,BACKOFF-1,1a2a3An,748,ka$a$An,,noun,,m,,,MS||MD||FP,shrinking;absorption;preoccupation,OK,OK,1,كَشَشان,,DONE,,,
5558,ka$afAn,,k.$.f,BACKOFF-1,1a2a3An,748,ka$afAn,,noun,,m,,,MS||MD||FP,uncovering;revealing,OK,OK,1,كَشَفان,,DONE,,,
5559,ka$aHAn,,k.$.H,BACKOFF-1,1a2a3An,748,ka$aHAn,,noun,,m,,,MS||MD||FP,emaciation;leanness;thinness;skinniness,OK,OK,1,كَشَحان,,DONE,,,
5560,kaba$An,,k.b.$,BACKOFF-1,1a2a3An,748,kaba$An,,noun,,m,,,MS||MD||FP,goat;ram;goats;rams;battering-ram;pile_driver;clenching,OK,OK,1,كَبَشان,,DONE,,,
5561,kababAn,,k.b.b,BACKOFF-1,1a2a3An,748,kababAn,,noun,,m,,,MS||MD||FP,prostration;overthrow;reversal,OK,OK,1,كَبَبان,,DONE,,,
5562,kabasAn,,k.b.s,BACKOFF-1,1a2a3An,748,kabasAn,,noun,,m,,,MS||MD||FP,pressure;attack;raid;invasion,OK,OK,1,كَبَسان,,DONE,,,
5563,kafafAn,,k.f.f,BACKOFF-1,1a2a3An,748,kafafAn,,noun,,m,,,MS||MD||FP,refraining;discontinuation;stoppage;palm_of_the_hand;palms_of_the_hands;balance_scale;balance_scales;palm,OK,OK,1,كَفَفان,,DONE,,,
5564,kafalAn,,k.f.l,BACKOFF-1,1a2a3An,748,kafalAn,,noun,,m,,,MS||MD||FP,bail;deposit;collateral;protection;security;integrity;reserve;demureness,OK,OK,1,كَفَلان,,DONE,,,
5565,kafayAn,,k.f.y,BACKOFF-1,1a2a3An,748,kafayAn,,noun,,m,,,MS||MD||FP,sufficiency;competence;a_sufficient_amount,OK,OK,1,كَفَيان,,DONE,,,
5566,kaHaHAn,,k.H.H,BACKOFF-1,1a2a3An,748,kaHaHAn,,noun,,m,,,MS||MD||FP,cough,OK,OK,1,كَحَحان,,DONE,,,
5567,kaHalAn,,k.H.l,BACKOFF-1,1a2a3An,748,kaHalAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,كَحَلان,,DONE,,,
5568,kaHatAn,,k.H.t,BACKOFF-1,1a2a3An,748,kaHatAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,كَحَتان,,DONE,,,
5569,kaHayAn,,k.H.y,BACKOFF-1,1a2a3An,748,kaHayAn,,noun,,m,,,MS||MD||FP,vulgarity;ignominy,OK,OK,1,كَحَيان,,DONE,,,
5570,kalabAn,,k.l.b,BACKOFF-1,1a2a3An,748,kalabAn,,noun,,m,,,MS||MD||FP,dogfight;brawl;fierce_struggle,OK,OK,1,كَلَبان,,DONE,,,
5571,kalaHAn,,k.l.H,BACKOFF-1,1a2a3An,748,kalaHAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,كَلَحان,,DONE,,,
5572,kalalAn,,k.l.l,BACKOFF-1,1a2a3An,748,kalalAn,,noun,,m,,,MS||MD||FP,boredom;annoyance;tediousness_illiness;borishness;weariness,OK,OK,1,كَلَلان,,DONE,,,
5573,kama$An,,k.m.$,BACKOFF-1,1a2a3An,748,kama$An,,noun,,m,,,MS||MD||FP,shrinking;absorption;preoccupation,OK,OK,1,كَمَشان,,DONE,,,
5574,kamadAn,,k.m.d,BACKOFF-1,1a2a3An,748,kamadAn,,noun,,m,,,MS||MD||FP,swarthiness;sadness,OK,OK,1,كَمَدان,,DONE,,,
5575,kamarAn,,k.m.r,BACKOFF-1,1a2a3An,748,kamarAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,كَمَران,,DONE,,,
5576,kararAn,,k.r.r,BACKOFF-1,1a2a3An,748,kararAn,,noun,,m,,,MS||MD||FP,repetition;reiteration;frequency;repeatedly;frequently,OK,OK,1,كَرَران,,DONE,,,
5577,karawAn,,k.r.w,LOOKUP_DIAC-1,1a2a3An,748,karawAn,,noun,,m,,,MS||MD||FP,plover,OK,OK,1,كَرَوان,كَرَوان,DONE,,,
5578,kasaHAn,,k.s.H,BACKOFF-1,1a2a3An,748,kasaHAn,,noun,,m,,,MS||MD||FP,sweeping;cleaning;scavenging,OK,OK,1,كَسَحان,,DONE,,,
5579,kasayAn,,k.s.y,BACKOFF-1,1a2a3An,748,kasayAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,كَسَيان,,DONE,,,
5580,katabAn,,k.t.b,BACKOFF-1,1a2a3An,748,katabAn,,noun,,m,,,MS||MD||FP,writing;essay;piece_of_writing;writings;essays,OK,OK,1,كَتَبان,,DONE,,,
5581,katamAn,,k.t.m,LOOKUP_DEDIAC-1,1a2a3An,748,katamAn,,noun,,m,,,MS||MD||FP,concealment;silence;secrecy,OK,OK,1,كَتَمان,كِتمان,DONE,,,
5582,katatAn,,k.t.t,BACKOFF-1,1a2a3An,748,katatAn,,noun,,m,,,MS||MD||FP,escape;evasion;desertion;defection;slippery,OK,OK,1,كَتَتان,,DONE,,,
5583,kawayAn,,k.w.y k.y.n,BACKOFF-2,1a2a3An,748,kawayAn,,noun,,m,,,MS||MD||FP,ironing;burning;cauterization;pressing,OK,OK,1,كَوَيان,,DONE,,,
5584,kayaHAn,,k.y.H,BACKOFF-1,1a2a3An,748,kayaHAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,كَيَحان,,DONE,,,
5585,kazazAn,,k.z.z,BACKOFF-1,1a2a3An,748,kazazAn,,noun,,m,,,MS||MD||FP,signaling,OK,OK,1,كَزَزان,,DONE,,,
5586,lababAn,,l.b.b,BACKOFF-1,1a2a3An,748,lababAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَبَبان,,DONE,,,
5587,labadAn,,l.b.d,BACKOFF-1,1a2a3An,748,labadAn,,noun,,m,,L#,MS||MD||FP,probationary_term;training_course;lay_an_ambush;take_up_positions,OK,OK,1,لَبَدان,,DONE,,,
5588,labaEAn,,l.b.E,BACKOFF-1,1a2a3An,748,labaEAn,,noun,,m,,L#,MS||MD||FP,swallowing;absorption;make_swallow,OK,OK,1,لَبَعان,,DONE,,,
5589,labasAn,,l.b.s,BACKOFF-1,1a2a3An,748,labasAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,2,لَبَسان,,DONE,,,
5590,labaSAn,,l.b.S,BACKOFF-1,1a2a3An,748,labaSAn,,noun,,m,,L#,MS||MD||FP,transportation;transfer;transmission;relaying;quoting;transport;move;displace,OK,OK,2,لَبَصان,,DONE,,,
5591,labaxAn,,l.b.x,BACKOFF-1,1a2a3An,748,labaxAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَبَخان,,DONE,,,
5592,ladadAn,,l.d.d,BACKOFF-1,1a2a3An,748,ladadAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَدَدان,,DONE,,,
5593,ladaEAn,,l.d.E,BACKOFF-1,1a2a3An,748,ladaEAn,,noun,,m,,L#,MS||MD||FP,burning;combustion;conflagration;fire,OK,OK,1,لَدَعان,,DONE,,,
5594,ladagAn,,l.d.g,BACKOFF-1,1a2a3An,748,ladagAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَدَغان,,DONE,,,
5595,laDamAn,,l.D.m,BACKOFF-1,1a2a3An,748,laDamAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَضَمان,,DONE,,,
5596,laEaqAn,,l.E.q,BACKOFF-1,1a2a3An,748,laEaqAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَعَقان,,DONE,,,
5597,lafaEAn,,l.f.E,BACKOFF-1,1a2a3An,748,lafaEAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَفَعان,,DONE,,,
5598,lafafAn,,l.f.f,BACKOFF-1,1a2a3An,748,lafafAn,,noun,,m,,L#,MS||MD||FP,winding;wrapping;turning;wraps,OK,OK,1,لَفَفان,,DONE,,,
5599,lafaqAn,,l.f.q,BACKOFF-1,1a2a3An,748,lafaqAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَفَقان,,DONE,,,
5600,lafatAn,,l.f.t,BACKOFF-1,1a2a3An,748,lafatAn,,noun,,m,,L#,MS||MD||FP,directing;attracting;catching;turn;attract,OK,OK,1,لَفَتان,,DONE,,,
5601,lagayAn,,l.g.y,BACKOFF-1,1a2a3An,748,lagayAn,,noun,,m,,L#,MS||MD||FP,cancellation;abrogation;repeal;contradiction;destruction;ruins;debris;cassation,OK,OK,1,لَغَيان,,DONE,,,
5602,laHaHAn,,l.H.H,BACKOFF-1,1a2a3An,748,laHaHAn,,noun,,m,,L#,MS||MD||FP,insistence;importunateness;harassment;harangue;nagging,OK,OK,1,لَحَحان,,DONE,,,
5603,lahajAn,,l.h.j,BACKOFF-1,1a2a3An,748,lahajAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَهَجان,,DONE,,,
5604,laHamAn,,l.H.m,BACKOFF-1,1a2a3An,748,laHamAn,,noun,,m,,L#,MS||MD||FP,meat;flesh;corpulent;soldering;solder;weld;welding;soldering_flux,OK,OK,2,لَحَمان,,DONE,,,
5605,lahamAn,,l.h.m,BACKOFF-1,1a2a3An,748,lahamAn,,noun,,m,,L#,MS||MD||FP,inspiration,OK,OK,2,لَهَمان,,DONE,,,
5606,laHaqAn,,l.H.q,BACKOFF-1,1a2a3An,748,laHaqAn,,noun,,m,,L#,MS||MD||FP,membership;enrollment,OK,OK,1,لَحَقان,,DONE,,,
5607,lahaTAn,,l.h.T,BACKOFF-1,1a2a3An,748,lahaTAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَهَطان,,DONE,,,
5608,lahayAn,,l.h.y,BACKOFF-1,1a2a3An,748,lahayAn,,noun,,m,,L#,MS||MD||FP,entertaining;delighting;distracting,OK,OK,1,لَهَيان,,DONE,,,
5609,laHaZAn,,l.H.Z,BACKOFF-1,1a2a3An,748,laHaZAn,,noun,,m,,L#,MS||MD||FP,observing;noticing;note;remark;observation;notes;remarks;observations,OK,OK,1,لَحَظان,,DONE,,,
5610,lajajAn,,l.j.j,BACKOFF-1,1a2a3An,748,lajajAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَجَجان,,DONE,,,
5611,lakakAn,,l.k.k,BACKOFF-1,1a2a3An,748,lakakAn,,noun,,m,,L#,MS||MD||FP,lac;shellac,OK,OK,1,لَكَكان,,DONE,,,
5612,lakazAn,,l.k.z,BACKOFF-1,1a2a3An,748,lakazAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَكَزان,,DONE,,,
5613,lamaEAn,,l.m.E,LOOKUP_DIAC-1,1a2a3An,748,lamaEAn,,noun,,m,,L#,MS||MD||FP,shine;glitter,OK,OK,1,لَمَعان,لَمَعان,DONE,,,
5614,lamaHAn,,l.m.H,BACKOFF-1,1a2a3An,748,lamaHAn,,noun,,m,,L#,MS||MD||FP,glance;instant;allude;refer;catch_sight_of,OK,OK,1,لَمَحان,,DONE,,,
5615,lamamAn,,l.m.m,BACKOFF-1,1a2a3An,748,lamamAn,,noun,,m,,L#,MS||MD||FP,gathering,OK,OK,1,لَمَمان,,DONE,,,
5616,lamasAn,,l.m.s,BACKOFF-1,1a2a3An,748,lamasAn,,noun,,m,,L#,MS||MD||FP,feeling;touch,OK,OK,1,لَمَسان,,DONE,,,
5617,laqafAn,,l.q.f,LOOKUP_DIAC-1,1a2a3An,748,laqafAn,,noun,,m,,L#,MS||MD||FP,seizing;catching,OK,OK,1,لَقَفان,لَقَفان,DONE,,,
5618,laqamAn,,l.q.m,BACKOFF-1,1a2a3An,748,laqamAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَقَمان,,DONE,,,
5619,laqaqAn,,l.q.q,BACKOFF-1,1a2a3An,748,laqaqAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَقَقان,,DONE,,,
5620,laqaTAn,,l.q.T,BACKOFF-1,1a2a3An,748,laqaTAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَقَطان,,DONE,,,
5621,laqayAn,,l.q.y,BACKOFF-1,1a2a3An,748,laqayAn,,noun,,m,,L#,MS||MD||FP,discovery;finding,OK,OK,1,لَقَيان,,DONE,,,
5622,laTaEAn,,l.T.E,BACKOFF-1,1a2a3An,748,laTaEAn,,noun,,m,,L#,MS||MD||FP,striking;hitting;deletion;burning;combustion;conflagration;fire;staining,OK,OK,1,لَطَعان,,DONE,,,
5623,latatAn,,l.t.t,BACKOFF-1,1a2a3An,748,latatAn,,noun,,m,,L#,MS||MD||FP,prattle;idle_talk,OK,OK,2,لَتَتان,,DONE,,,
5624,laTaTAn,,l.T.T,BACKOFF-1,1a2a3An,748,laTaTAn,,noun,,m,,L#,MS||MD||FP,staining;sullying;smearing;mess,OK,OK,2,لَطَطان,,DONE,,,
5625,latazAn,,l.t.z l.t.z.n,BACKOFF_NO_GOLD_ROOT-2,1a2a3An,748,latazAn,,noun,,m,,L#,MS||MD||FP,whitewod_planking,OK,OK,2,لَتَزان,,DONE,,,
5626,laTazAn,,l.T.z l.T.z.n,BACKOFF_NO_GOLD_ROOT-2,1a2a3An,748,laTazAn,,noun,,m,,L#,MS||MD||FP,whitewod_planking,OK,OK,2,لَطَزان,,DONE,,,
5627,lawa$An,,l.w.$,BACKOFF-1,1a2a3An,748,lawa$An,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَوَشان,,DONE,,,
5628,lawafAn,,l.w.f,BACKOFF-1,1a2a3An,748,lawafAn,,noun,,m,,L#,MS||MD||FP,chewing;arum,OK,OK,1,لَوَفان,,DONE,,,
5629,lawaHAn,,l.w.H l.H.n,BACKOFF-2,1a2a3An,748,lawaHAn,,noun,,m,,L#,MS||MD||FP,blackboard;slate;blackboards;slates;palette;plank;board;slab,OK,OK,1,لَوَحان,,DONE,,,
5630,lawaSAn,,l.w.S,BACKOFF-1,1a2a3An,748,lawaSAn,,noun,,m,,L#,MS||MD||FP,confusion;bewilderment;perplexity;embarrassment,OK,OK,1,لَوَصان,,DONE,,,
5631,lawaTAn,,l.w.T,BACKOFF-1,1a2a3An,748,lawaTAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَوَطان,,DONE,,,
5632,lawazAn,,l.w.z,LOOKUP_DEDIAC-1,1a2a3An,748,lawazAn,,noun,,m,,L#,MS||MD||FP,TBA,OK,OK,1,لَوَزان,لَوزان,DONE,,,
5633,laxamAn,,l.x.m,BACKOFF-1,1a2a3An,748,laxamAn,,noun,,m,,L#,MS||MD||FP,disorder;disturbance;agitation;disturbances;disorders;tangle;confusion;muddle,OK,OK,1,لَخَمان,,DONE,,,
