LEMMA	FORM	ROOT_NEW	BW	GLOSS	FEAT	COND-T	COND-S
$ilofap	$ilof	$.l.f	NOUN	razor_blade	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
$iloq	$iloq	$.l.q	NOUN	lamprey	pos:noun gen:- num:- rat:i cas:u	MS||MD	
EarA'	EarA	E.r.y	NOUN	nakedness;bareness	pos:noun gen:- num:- rat:i cas:u	MS	#A'@w
$ilow	$ilow	$.l.w	NOUN	limb;corpse	pos:noun gen:- num:- rat:i cas:u	MS	
$imAl	$imAl	$.m.l	NOUN	left	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$imAliy~	$imAliy~	$.m.l	ADJ	leftist	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$imorAx	$imorAx	$.m.r.x	NOUN	stalk;panicle	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$inATap	$inAT	$.n.T	NOUN	polymerization	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$inAx	$inAx	$.n.x	NOUN	promontory	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$inokAr	$inokAr	$.n.k.r	NOUN	marking_gauge	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$iq~	$iq~	$.q.q	NOUN	half;double	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$iqAq	$iqAq	$.q.q	NOUN	disunity;dissent	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$ir~ap	$ir~	$.r.r	NOUN	evil;malice	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$ir~iyb	$ir~iyb	$.r.b	ADJ	drunkard	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$ir~iyr	$ir~iyr	$.r.r	NOUN	wicked;evil;;bad_guy_(film)	pos:noun gen:- num:- rat:r cas:u	MS	
EaTA'	EaTA	E.T.w	NOUN	giving;offering	pos:noun gen:- num:- rat:i cas:u	MS||MD||FP	#A'@w
$irA}iy~	$irA}iy~	$.r.y	ADJ	purchasing	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$irAE	>a$oriE	$.r.E	NOUN	sails;tents	pos:noun gen:m num:p rat:i cas:u	FS	
$irAE	$irAE	$.r.E	NOUN	sail;tent	pos:noun gen:- num:- rat:i cas:u	MS	
$irAEiy~	$irAEiy~	$.r.E	ADJ	sailing	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$irAfap	$irAf	$.r.f	NOUN	office_of_sherif	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$irAkap	$irAk	$.r.k	NOUN	partnership	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$irAs	$irAs	$.r.s	NOUN	glue;paste	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$iraY	>a$oriy	$.r.y	NOUN	purchases;acquisitions	pos:noun gen:m num:p rat:i cas:u	FS	
$iraY	$ir	$.r.y	NOUN	purchase;acquisition	pos:noun gen:- num:- rat:i cas:u	MS	#aY-Ap-y
$iro*imap	$arA*im	$.r.*.m	NOUN	gangs;groups	pos:noun gen:f num:p rat:i cas:u	MS	#dip
$iro*imap	$arA*iym	$.r.*.m	NOUN	gangs;groups	pos:noun gen:f num:p rat:i cas:u	MS	#dip
$iro*imap	$iro*im	$.r.*.m	NOUN	gang;group	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$iro$	$iro$	$.r.$	NOUN	root	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$iro$	$uruw$	$.r.$	NOUN	roots	pos:noun gen:- num:p rat:i cas:u	MS	
$iroEap	$iroE	$.r.E	NOUN	law	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$irok	$irok	$.r.k	NOUN	idolatry	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$irowAl	$arAwiyl	$.r.w.l	NOUN	trousers	pos:noun gen:- num:p rat:i cas:u	MS	#dip
$irowAl	$irowAl	$.r.w.l	NOUN	trousers	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$iroyAn	$arAyiyn	$.r.y	NOUN	arteries	pos:noun gen:- num:p rat:i cas:u	MS	#dip
$iroyAn	$iroyAn	$.r.y	NOUN	artery	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$iroyAniy~	$iroyAniy~	$.r.y	ADJ	arterial	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$iS~	$iS~	$.S.S	NOUN	fish_hook	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$iS~	$uSuwS	$.S.S	NOUN	fish_hooks	pos:noun gen:- num:p rat:i cas:u	MS	
$isot	$isot	$.s.t	NOUN	slate	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$itA'	>a$otiy	$.t.w	NOUN	rains	pos:noun gen:m num:p rat:i cas:u	FS	
$itA'	>a$otiy	$.t.w	NOUN	winters	pos:noun gen:m num:p rat:i cas:u	FS	
EazA'	EazA	E.z.y	NOUN	consolation;mourning	pos:noun gen:- num:- rat:i cas:u	MS	#A'@w
$iTorap	$iTor	$.T.r	NOUN	side;half	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$itorAt	$itorAt	NTWS	NOUN	citrate	pos:noun gen:- num:- rat:i cas:u	MS	
$iwA'	$iwA	$.w.y	ADJ	roasted;broiled	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$iy$	$iy$	$.y.$	NOUN	fencing;swordplay	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$iy$Aniy~	$iy$An	$.y.$	ADJ	Chechen	pos:adj gen:m num:p rat:n cas:u	MS	
$iy$Aniy~	$iy$An	$.y.$	NOUN	Chechens	pos:noun gen:m num:p rat:r cas:u	MS	
$iy$Aniy~	$iy$Aniy~	$.y.$	ADJ	Chechen	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$iy$Aniy~	$iy$Aniy~	$.y.$	NOUN	Chechen	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
$iy$ap	$iy$	$.y.$	NOUN	hookah;sheesha	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$iyAkap	$iyAk	$.y.k	NOUN	elegance	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$iyAlap	$iyAl	$.y.l	NOUN	transportation;porterage	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$iyap	$iy	w.$.y	NOUN	blemish;defect	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
$iyAxap	$iyAx	$.y.x	NOUN	position_of_Sheikh	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$iyd	$iyd	$.y.d	NOUN	plaster;mortar	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$iyEap	>a$oyAE	$.y.E	NOUN	partisans;followers	pos:noun gen:- num:p rat:i cas:u	MS	
$iyEap	$iyaE	$.y.E	NOUN	community	pos:noun gen:f num:p rat:i cas:u	MS	
$iyEap	$iyE	$.y.E	NOUN	partisans;followers	pos:noun gen:m num:- rat:i cas:u	FS	
$iyEap	$iyE	$.y.E	NOUN	Shiites	pos:noun gen:- num:- rat:i cas:u	FS	
$iyEiy~	$iyEiy~	$.y.E	ADJ	Shiite	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$iyH	$iyH	$.y.H	NOUN	absinthe	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$iyk	$ik~	$.y.k	NOUN	check;cheque	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
$iyk	$iyk	$.y.k	NOUN	check;cheque	pos:noun gen:- num:- rat:i cas:u	MS||MD||FP	
$iyk	$iyk	$.y.k	NOUN	chic	pos:noun gen:- num:- rat:i cas:u	MS	
$iykuwlAtap	$iykuwlAt	NTWS	NOUN	chocolate	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
$iyliy~	$iyliy~	NTWS	ADJ	Chilean	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$iyliy~	$iyliy~	NTWS	NOUN	Chilean	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
$iylomAn	$iylomAn	NTWS	NOUN	steel_girder	pos:noun gen:- num:- rat:i cas:u	FS	
$iylomAn	$iylomAn	NTWS	NOUN	steel_girders	pos:noun gen:- num:- rat:i cas:u	MS	
$iymap	$iyam	$.y.m	NOUN	traits;natural_characteristics	pos:noun gen:f num:p rat:i cas:u	MS	
$iymap	$iym	$.y.m	NOUN	trait;natural_disposition	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
$iymiyap	$ayAmiy	NTWS	NOUN	vortices;vortexes;whirlpools	pos:noun gen:- num:- rat:i cas:u	MS	
$iymiyap	$iymiy	NTWS	NOUN	vortex;whirlpool	pos:noun gen:- num:- rat:i cas:u	FS	
$iymobAnoziy	$imobAnoziy	NTWS	NOUN	chimpanzee;monkey	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
$iymobAnoziy	$iymobAnoziy	NTWS	NOUN	chimpanzee;monkey	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
$iyn	$iyn	NTWS	NOUN	shin_(Arabic_letter)	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
$iyqil	$Aqil	NTWS	NOUN	shekel	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
$iyqil	$iykil	NTWS	NOUN	shekel	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
$iyqil	$iyqil	NTWS	NOUN	shekel	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
$iyraj	$iyraj	$.y.r.j	NOUN	sesame_oil	pos:noun gen:- num:- rat:i cas:u	MS	
$iyrap	$iyr	$.y.r	NOUN	refreshment	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$iyrAziy~	$iyrAziy~	NTWS	ADJ	from/of_Shiraz	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$iyrAziy~	$iyrAziy~	NTWS	NOUN	from/of_Shiraz	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
$iyrt	$iyrt	NTWS	NOUN	shirt	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$iyt	$iyt	$.y.t	NOUN	printed_calico;chintz	pos:noun gen:- num:- rat:i cas:u	MS	
$iyt	$uyuwt	$.y.t	NOUN	printed_calico;chintz	pos:noun gen:m num:- rat:i cas:u	FP	
$iyzuwfrAniA	$iyzuwfrAny	NTWS	NOUN	schizophrenia	pos:noun gen:f num:- rat:i cas:u	MS	#aA
$iyzuwfrAniy~	$iyzuwfrAniy~	NTWS	ADJ	schizophrenic	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$u&obuwb	$a|biyb	$.>.b.b	NOUN	downpours;showers	pos:noun gen:- num:p rat:i cas:u	MS	#dip
$u&obuwb	$u&obuwb	$.>.b.b	NOUN	downpour;shower	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$u&om	$u&om	$.>.m	NOUN	calamity;evil_omen	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$ub~Ak	$abAbiyk	$.b.k	NOUN	windows	pos:noun gen:- num:p rat:i cas:u	MS	#dip
$ub~Ak	$ub~Ak	$.b.k	NOUN	window	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uboEap	$uboE	$.b.E	NOUN	a_fill	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$ubohap	$uboh	$.b.h	NOUN	obscurity;suspicion;dubious	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
$ubuk	$ubuk	$.b.q	NOUN	chibouk_(Turkish_tobacco_pipe)	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$ubuq	$ubuq	$.b.q	NOUN	chibouk_(Turkish_tobacco_pipe)	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$ubuwb	$ubuwb	$.b.b	NOUN	outbreak	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uE~	$uE~	$.E.E	NOUN	rays	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uEabiy~	$uEabiy~	$.E.b	ADJ	bronchial	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$uEAE	>a$iE~	$.E.E	NOUN	rays	pos:noun gen:m num:p rat:i cas:u	FS	
$uEAE	$uEAE	$.E.E	NOUN	rays	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
$uEAEiy~	$uEAEiy~	$.E.E	ADJ	radiation	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$uEobap	$iEAb	$.E.b	NOUN	branches;subdivisions	pos:noun gen:f num:p rat:i cas:u	MS	
$uEobap	$uEab	$.E.b	NOUN	branches;subdivisions	pos:noun gen:f num:p rat:i cas:u	MS	
$uEobap	$uEob	$.E.b	NOUN	branch;subdivision	pos:noun gen:- num:- rat:i cas:u	FS||FD	
$uEolap	$uEal	$.E.l	NOUN	torches;flames	pos:noun gen:f num:p rat:i cas:u	MS	
$uEolap	$uEol	$.E.l	NOUN	fire;flame	pos:noun gen:- num:- rat:i cas:u	FS	
$uEuwbiy~	$uEuwbiy~	$.E.b	ADJ	cosmopolitan;globalist	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$uEuwbiy~	$uEuwbiy~	$.E.b	ADJ	Shu'ubi	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$uEuwbiy~	$uEuwbiy~	$.E.b	NOUN	Shu'ubi	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
$uEuwbiy~ap	$uEuwbiy~	$.E.b	NOUN	Shu'ubism	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$uEuwr	$uEuwr	$.E.r	NOUN	feeling;sentiment;awareness	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uEuwriy~	$uEuwriy~	$.E.r	ADJ	conscious	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$ufoEap	$ufoE	$.f.E	NOUN	preemption	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$ufuwf	$ufuwf	$.f.f	NOUN	translucence;transparency	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$ugol	>a$ogAl	$.g.l	NOUN	work;labor;business	pos:noun gen:- num:p rat:i cas:u	MS	
$ugol	$ugol	$.g.l	NOUN	work;activity;occupation	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uguwr	$uguwr	$.g.r	NOUN	vacancy	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uH~	$uH~	$.H.H	NOUN	avarice;greed;paucity	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uH~Ar	$uH~Ar	$.H.r	NOUN	soot	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uholap	$uhol	$.h.l	NOUN	deep-blue;navy_blue	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$uhorap	$uhor	$.h.r	NOUN	reputation;fame	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$uHoruwr	$aHAriyr	$.H.r	NOUN	thrush;blackbird	pos:noun gen:- num:p rat:i cas:u	MS	#dip
$uHoruwr	$uHoruwr	$.H.r	NOUN	thrush;blackbird	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uHowAr	$uHowAr	$.H.r	NOUN	soot	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uHuwb	$uHuwb	$.H.b	NOUN	pallor;emaciation	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uHuwbap	$uHuwb	$.H.b	NOUN	becoming_pale;being_haggard	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$ujAE	$ajaE	$.j.E	ADJ	brave	pos:adj gen:m num:p rat:n cas:u	FS	
$ujAE	$ujAE	$.j.E	ADJ	brave	pos:adj gen:- num:- rat:n cas:u	MS||MD||FS||FD||FP	
$ujAE	$ujoEAn	$.j.E	ADJ	brave	pos:adj gen:m num:p rat:n cas:u	MS	
$ujAE	$ujoEAn	$.j.E	NOUN	brave	pos:noun gen:m num:p rat:i cas:u	MS	
$ujayorap	$ujayor	$.j.r	NOUN	shrub	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$ukod	>a$okAd	$.k.d	NOUN	rations	pos:noun gen:- num:p rat:i cas:u	MS	
$ukod	$ukod	$.k.d	NOUN	ration	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$ukor	$ukor	$.k.r	NOUN	thankfulness;thanks	pos:noun gen:- num:- rat:i cas:u	MS	
$ukor	$ukuwr	$.k.r	NOUN	thankfulness;thanks	pos:noun gen:- num:p rat:i cas:u	MS	
$ukorAn	$ukorAn	$.k.r	NOUN	gratitude;thanks	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$ukoriy~	$ukoriy~	$.k.r	ADJ	of_thanks	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$ukulATap	$ukulAT	NTWS	NOUN	chocolate	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
$ukuwkiy~	$ukuwkiy~	$.k.k	ADJ	skeptic	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$ukuwkiy~	$ukuwkiy~	$.k.k	NOUN	skepticism	pos:noun gen:- num:- rat:r cas:u	FS||FD||FP	
$ukuwlAtap	$ukuwlAt	NTWS	NOUN	chocolate	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
$ukuwlATap	$ukuwlAT	NTWS	NOUN	chocolate	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
$ukuwlAtiy~	$iykuwlAtiy~	NTWS	ADJ	chocolate	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$ukuwlAtiy~	$ukulATiy~	NTWS	ADJ	chocolate	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$ukuwlAtiy~	$ukuwlAtiy~	NTWS	ADJ	chocolate	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$ukuwlAtiy~	$ukuwlATiy~	NTWS	ADJ	chocolate	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$ukuwlAtiy~	$uwkuwlAtiy~	NTWS	ADJ	chocolate	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$umoluwl	$amAliyl	$.m.l	NOUN	small_amounts	pos:noun gen:- num:p rat:i cas:u	MS	#dip
$umoluwl	$umoluwl	$.m.l	NOUN	small_amount	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$umorap	$umor	$.m.r	NOUN	fennel	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$umoruwx	$amAriyx	$.m.r.x	NOUN	petard;detonator	pos:noun gen:- num:p rat:i cas:u	MS	#dip
$umoruwx	$umoruwx	$.m.r.x	NOUN	petard;detonator	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$umuwl	$umuwl	$.m.l	NOUN	comprising;inclusion;containing	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$umuwliy~	$umuwliy~	$.m.l	ADJ	universal;total;comprehensive	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$umuwliy~ap	$umuwliy~	$.m.l	NOUN	universality;totality	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$umuwx	$umuwx	$.m.x	NOUN	loftiness;superiority;haughtiness	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$unoEap	$unoE	$.n.E	NOUN	hideousness;repulsiveness	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$unoguwb	$anAgiyb	$.n.g.b	NOUN	spikes/thorns;roots	pos:noun gen:m num:p rat:i cas:u	MS	#dip
$unoguwb	$unoguwb	$.n.g.b	NOUN	spike/thorn;root	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
$unoxuwbap	$anAxiyb	$.n.x.b	NOUN	boulders	pos:noun gen:f num:p rat:i cas:u	MS	#dip
$unoxuwbap	$unoxuwb	$.n.x.b	NOUN	boulder	pos:noun gen:f num:- rat:i cas:u	FS||FD	
$unuwn	$unuwn	$.n.n	NOUN	waterskins	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uq~ap	$uq~	$.q.q	NOUN	distance	pos:noun gen:- num:- rat:i cas:u	FS	
$uq~ap	$uqaq	$.q.q	NOUN	distances	pos:noun gen:f num:p rat:i cas:u	MS	
$uqAfap	$uqAf	$.q.f	NOUN	potsherds	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$uqo*uf	$aqA*if	$.q.*.f	NOUN	sedans	pos:noun gen:- num:p rat:i cas:u	MS	#dip
$uqo*uf	$uqo*uf	$.q.*.f	NOUN	sedan	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uqorap	$uqor	$.q.r	NOUN	blond;fair-skinned	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$ur~Ab	$ur~Ab	$.r.b	NOUN	stocking;sock	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
$ur~Abap	$arAriyb	$.r.b	NOUN	tassels;tufts	pos:noun gen:f num:p rat:i cas:u	MS	#dip
$ur~Abap	$ur~Ab	$.r.b	NOUN	tassel;tuft	pos:noun gen:f num:- rat:i cas:u	FS||FD	
$ur~Afap	$ur~Af	$.r.f	NOUN	balcony;gallery	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$uro$uwr	$arA$iyr	$.r.$.r	NOUN	chaffinches_(European_songbirds)	pos:noun gen:- num:p rat:i cas:u	MS	#dip
$uro$uwr	$uro$uwr	$.r.$.r	NOUN	chaffinch_(European_songbird)	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$urob	$urob	$.r.b	NOUN	drinking	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$urofap	$uraf	$.r.f	NOUN	balconies	pos:noun gen:f num:p rat:i cas:u	FP	
$urofap	$urof	$.r.f	NOUN	balcony	pos:noun gen:- num:- rat:i cas:u	FS||FD	
$urosuwf	$arAsiyf	$.r.s.f	NOUN	rib_cartilage	pos:noun gen:- num:p rat:i cas:u	MS	#dip
$urosuwf	$urosuwf	$.r.s.f	NOUN	rib_cartilage	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uroTap	$uroT	$.r.T	NOUN	police	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$uroTiy~	$uroTiy~	$.r.T	ADJ	police_officer	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$uroTiy~	$uroTiy~	$.r.T	NOUN	police_officer	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
$uruwd	$uruwd	$.r.d	NOUN	wandering;distraction	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uruwE	$uruwE	$.r.E	NOUN	attempt;embarking_on;engaging_in	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uruwq	$uruwq	$.r.q	NOUN	sunrise	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uruwx	$uruwx	$.r.x	NOUN	maturation;becoming_a_youth	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$usuwE	$usuwE	$.s.E	NOUN	immensity;extensiveness	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uTofap	$uTaf	$.T.f	NOUN	pieces;chunks	pos:noun gen:f num:p rat:i cas:u	MS	
$uTofap	$uTof	$.T.f	NOUN	piece;chunk	pos:noun gen:- num:- rat:i cas:u	FS||FD	
$uw$ap	$uw$	$.w.$	NOUN	tuft;crest	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$uwAl	$uwAl	$.w.l	NOUN	sack	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
$uway~ap	$uway~	$.y.>	NOUN	a_little_bit	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$uwayox	$uwayox	$.y.x	NOUN	small_Sheikh;small_chieftain	pos:noun gen:- num:- rat:r cas:u	MS||MD	
$uwAZ	$uwAZ	$.w.Z	NOUN	passion;fervor	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uwfiyniy~	$uwfiyniy~	NTWS	ADJ	chauvinist	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$uwfiyniy~ap	$uwfiyniy~	NTWS	NOUN	chauvinism	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$uwH	$uwH	$.w.H	NOUN	fir;savin	pos:noun gen:m num:s rat:i cas:u	MS	@collective
$uwHap	$uwH	$.#.H	NOUN	fir;savin	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	@instance
$uwkuwlAtap	$uwkuwlAt	NTWS	NOUN	chocolate	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
$uwmap	$uwm	$.w.m	NOUN	stick;cudgel	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$uwnap	$uwan	$.w.n	NOUN	granaries;barns	pos:noun gen:f num:p rat:i cas:u	MS	
$uwnap	$uwn	$.w.n	NOUN	granary;barn	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
$uwraY	$uwr	$.w.r	NOUN	consultation;deliberation	pos:noun gen:f num:- rat:i cas:u	MS	#aY-Ap-y
$uwraY	$uwr	$.w.r	NOUN	Shoura;Shura	pos:noun gen:f num:- rat:i cas:u	MS	#aY-Ap-y
$uwriy~	$uwriy~	$.w.r	ADJ	advisory;consultative	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$uxo$iyxap	$axA$iyx	$.x.$.x	NOUN	rattles	pos:noun gen:f num:p rat:i cas:u	MS	#dip
$uxo$iyxap	$uxo$iyx	$.x.$.x	NOUN	rattle	pos:noun gen:f num:- rat:i cas:u	FS||FD	
$uxoliylap	$uxoliyl	$.x.l.l	NOUN	rattle	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
$uyay~'	$uyay~'	$.y.>	NOUN	a_little_bit	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uyuwE	$uyuwE	$.y.E	NOUN	spreading;circulation	pos:noun gen:- num:- rat:i cas:u	MS||MD	
$uyuwEiy~	$uyuwEiy~	$.y.E	ADJ	Communist	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
$uyuwEiy~	$uyuwEiy~	$.y.E	NOUN	Communist	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
$uyuwEiy~ap	$uyuwEiy~	$.y.E	NOUN	Communism	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
banod	bunuwd	b.n.d	NOUN	articles;clauses	pos:noun gen:- num:p rat:i cas:u	MS	
banok	bunuwk	b.n.k	NOUN	banks	pos:noun gen:- num:p rat:i cas:u	MS	
baTon	>aboTun	b.T.n	NOUN	stomachs;interior	pos:noun gen:- num:p rat:i cas:u	MS	
faDA'	faDA	f.D.w	NOUN	space;cosmos	pos:noun gen:- num:- rat:i cas:u	MS||MD||FP	#A'@w
bA}id	bA}id	b.y.d	ADJ	bygone;temporal	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
bA}iD	bA}iD	b.y.D	ADJ	egg-laying	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
bA}iD	bA}iD	b.y.D	NOUN	egg-laying	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
bA}iD	bawA}iD	b.y.D	ADJ	egg-laying	pos:adj gen:m num:p rat:n cas:u	MS	#dip
